data,pattern,vertex_count,edge_count,diameter,girth,radius,avg_path_length,avg_eigenvector_centrality,max_eigenvector_centrality,min_eigenvector_centrality,avg_eccentricity,max_eccentricity,min_eccentricity,is_bipartite,is_connected,density,avg_degree,max_degree,min_degree,edge_connectivity,vertex_connectivity,label_count,label_max,label_min,label_mean,label_std
patents,query_dense_24_178,24,86,7,3,4.0,3.022,0.326,1.0,0.0,5.875,7.0,4.0,False,True,0.312,7.167,20,2,2,1,17,3,1,1.412,0.618
patents,query_dense_4_91,4,8,2,3,1.0,1.333,0.793,1.0,0.461,1.75,2.0,1.0,False,True,1.333,4.0,6,2,2,1,4,1,1,1.0,0.0
patents,query_sparse_8_11,8,22,3,3,2.0,1.75,0.613,1.0,0.44,2.5,3.0,2.0,False,True,0.786,5.5,10,4,4,1,7,2,1,1.143,0.378
patents,query_sparse_8_148,8,22,4,3,2.0,2.0,0.63,1.0,0.073,3.375,4.0,2.0,False,True,0.786,5.5,8,2,2,1,6,2,1,1.333,0.516
patents,query_dense_4_167,4,8,2,3,1.0,1.333,0.793,1.0,0.461,1.75,2.0,1.0,False,True,1.333,4.0,6,2,2,1,4,1,1,1.0,0.0
patents,query_dense_4_192,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,4,1,1,1.0,0.0
patents,query_dense_4_175,4,10,2,3,1.0,1.167,0.89,1.0,0.781,1.5,2.0,1.0,False,True,1.667,5.0,6,4,4,2,3,2,1,1.333,0.577
patents,query_sparse_24_108,24,66,12,3,6.0,4.728,0.352,1.0,0.0,9.75,12.0,6.0,False,True,0.239,5.5,12,2,2,1,14,4,1,1.714,1.069
patents,query_dense_8_72,8,32,3,3,2.0,1.5,0.709,1.0,0.182,2.375,3.0,2.0,False,True,1.143,8.0,12,2,2,1,6,2,1,1.333,0.516
patents,query_sparse_24_171,24,66,12,3,6.0,4.348,0.305,1.0,0.001,8.625,12.0,6.0,False,True,0.239,5.5,12,2,2,1,15,3,1,1.6,0.737
patents,query_dense_8_81,8,26,4,3,2.0,1.786,0.758,1.0,0.454,3.0,4.0,2.0,False,True,0.929,6.5,8,4,4,2,6,2,1,1.333,0.516
patents,query_dense_16_21,16,62,8,3,4.0,2.717,0.463,1.0,0.005,5.5,8.0,4.0,False,True,0.517,7.75,16,2,2,1,10,3,1,1.6,0.699
patents,query_dense_24_96,24,84,9,3,5.0,3.471,0.378,1.0,0.0,7.667,9.0,5.0,False,True,0.304,7.0,14,2,2,1,17,3,1,1.412,0.618
patents,query_dense_24_8,24,96,10,3,5.0,4.725,0.403,1.0,0.0,8.625,10.0,5.0,False,True,0.348,8.0,14,4,2,1,11,4,1,2.182,0.874
patents,query_sparse_16_15,16,44,4,3,3.0,2.458,0.429,1.0,0.104,3.562,4.0,3.0,False,True,0.367,5.5,12,2,2,1,13,2,1,1.231,0.439
patents,query_dense_4_29,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,4,1,1,1.0,0.0
patents,query_sparse_32_82,32,88,12,3,6.0,4.95,0.227,1.0,0.0,9.812,12.0,6.0,False,True,0.177,5.5,20,2,2,1,18,4,1,1.778,1.06
patents,query_sparse_32_42,32,88,20,3,10.0,7.762,0.271,1.0,0.0,16.625,20.0,10.0,False,True,0.177,5.5,14,2,2,1,16,5,1,2.0,1.211
patents,query_sparse_24_26,24,66,10,3,5.0,4.337,0.276,1.0,0.0,8.583,10.0,5.0,False,True,0.239,5.5,12,2,2,1,14,3,1,1.714,0.825
patents,query_dense_16_31,16,54,8,3,4.0,3.2,0.494,1.0,0.003,6.312,8.0,4.0,False,True,0.45,6.75,10,2,2,1,12,2,1,1.333,0.492
patents,query_sparse_8_53,8,22,4,3,2.0,1.893,0.632,1.0,0.093,3.125,4.0,2.0,False,True,0.786,5.5,10,2,2,1,7,2,1,1.143,0.378
patents,query_sparse_32_14,32,88,19,3,10.0,7.875,0.275,1.0,0.0,15.875,19.0,10.0,False,True,0.177,5.5,14,2,2,1,13,4,1,2.462,1.198
patents,query_sparse_32_26,32,88,14,3,7.0,5.002,0.217,1.0,0.0,10.781,14.0,7.0,False,True,0.177,5.5,16,2,2,1,16,5,1,2.0,1.414
patents,query_dense_4_122,4,8,2,3,1.0,1.333,0.793,1.0,0.461,1.75,2.0,1.0,False,True,1.333,4.0,6,2,2,1,4,1,1,1.0,0.0
patents,query_sparse_24_143,24,66,11,3,6.0,4.409,0.349,1.0,0.0,9.042,11.0,6.0,False,True,0.239,5.5,12,2,2,1,13,3,1,1.846,0.899
patents,query_dense_8_159,8,26,3,3,2.0,1.679,0.685,1.0,0.204,2.625,3.0,2.0,False,True,0.929,6.5,10,2,2,1,6,3,1,1.333,0.816
patents,query_dense_4_164,4,8,2,4,2.0,1.333,1.0,1.0,1.0,2.0,2.0,2.0,True,True,1.333,4.0,4,4,4,2,4,1,1,1.0,0.0
patents,query_dense_8_71,8,30,3,3,2.0,1.536,0.765,1.0,0.399,2.375,3.0,2.0,False,True,1.071,7.5,10,4,4,2,7,2,1,1.143,0.378
patents,query_dense_24_176,24,80,13,3,7.0,4.576,0.397,1.0,0.0,10.292,13.0,7.0,False,True,0.29,6.667,14,2,2,1,13,3,1,1.846,0.689
patents,query_sparse_24_68,24,66,9,3,5.0,3.924,0.404,1.0,0.105,7.25,9.0,5.0,False,True,0.239,5.5,10,2,2,1,13,3,1,1.846,0.899
patents,query_sparse_32_47,32,88,7,3,4.0,3.438,0.259,1.0,0.006,5.688,7.0,4.0,False,True,0.177,5.5,20,2,2,1,17,5,1,1.882,1.111
patents,query_dense_8_74,8,28,3,3,2.0,1.536,0.777,1.0,0.455,2.25,3.0,2.0,False,True,1.0,7.0,10,4,4,2,6,2,1,1.333,0.516
patents,query_sparse_32_2,32,88,19,3,10.0,6.79,0.176,1.0,0.0,14.344,19.0,10.0,False,True,0.177,5.5,12,2,2,1,17,3,1,1.882,0.857
patents,query_sparse_8_125,8,22,3,3,2.0,1.821,0.597,1.0,0.175,2.625,3.0,2.0,False,True,0.786,5.5,10,2,2,1,7,2,1,1.143,0.378
patents,query_sparse_24_110,24,66,16,3,8.0,5.75,0.263,1.0,0.0,12.375,16.0,8.0,False,True,0.239,5.5,14,2,2,1,15,3,1,1.6,0.737
patents,query_dense_8_155,8,40,2,3,1.0,1.286,0.789,1.0,0.327,1.875,2.0,1.0,False,True,1.429,10.0,14,4,4,2,8,1,1,1.0,0.0
patents,query_sparse_32_163,32,88,21,3,11.0,8.431,0.269,1.0,0.0,17.312,21.0,11.0,False,True,0.177,5.5,14,2,2,1,16,4,1,2.0,0.894
patents,query_sparse_16_1,16,44,6,3,3.0,2.675,0.438,1.0,0.068,4.625,6.0,3.0,False,True,0.367,5.5,10,2,2,1,12,3,1,1.333,0.651
patents,query_dense_4_96,4,8,2,3,1.0,1.333,0.793,1.0,0.461,1.75,2.0,1.0,False,True,1.333,4.0,6,2,2,1,4,1,1,1.0,0.0
patents,query_sparse_16_5,16,44,9,3,5.0,3.492,0.367,1.0,0.006,6.812,9.0,5.0,False,True,0.367,5.5,10,2,2,1,11,2,1,1.455,0.522
patents,query_sparse_24_43,24,66,12,3,6.0,4.804,0.35,1.0,0.0,9.917,12.0,6.0,False,True,0.239,5.5,12,2,2,1,15,3,1,1.6,0.737
patents,query_sparse_8_198,8,22,3,3,2.0,1.821,0.645,1.0,0.17,2.75,3.0,2.0,False,True,0.786,5.5,8,2,2,1,6,3,1,1.333,0.816
patents,query_sparse_8_181,8,22,3,3,2.0,1.786,0.669,1.0,0.253,2.625,3.0,2.0,False,True,0.786,5.5,8,2,2,1,8,1,1,1.0,0.0
patents,query_dense_24_24,24,102,8,3,4.0,2.79,0.429,1.0,0.001,5.917,8.0,4.0,False,True,0.37,8.5,18,2,2,1,15,3,1,1.6,0.737
patents,query_sparse_8_118,8,22,3,3,2.0,1.821,0.712,1.0,0.473,2.625,3.0,2.0,False,True,0.786,5.5,8,4,4,1,6,2,1,1.333,0.516
patents,query_dense_4_145,4,8,2,4,2.0,1.333,1.0,1.0,1.0,2.0,2.0,2.0,True,True,1.333,4.0,4,4,4,2,4,1,1,1.0,0.0
patents,query_sparse_8_18,8,22,3,3,2.0,1.786,0.685,1.0,0.464,2.625,3.0,2.0,False,True,0.786,5.5,8,4,4,2,6,2,1,1.333,0.516
patents,query_sparse_8_104,8,22,3,3,2.0,1.786,0.679,1.0,0.244,2.75,3.0,2.0,False,True,0.786,5.5,8,2,2,1,6,2,1,1.333,0.516
patents,query_dense_4_44,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,4,1,1,1.0,0.0
patents,query_sparse_8_43,8,22,4,3,2.0,1.857,0.648,1.0,0.249,3.0,4.0,2.0,False,True,0.786,5.5,10,2,2,1,7,2,1,1.143,0.378
patents,query_dense_24_93,24,96,12,3,6.0,4.551,0.371,1.0,0.0,9.708,12.0,6.0,False,True,0.348,8.0,16,2,2,1,14,5,1,1.714,1.139
patents,query_sparse_24_142,24,66,15,3,8.0,6.112,0.236,1.0,0.0,12.042,15.0,8.0,False,True,0.239,5.5,14,2,2,1,13,3,1,1.846,0.801
patents,query_dense_16_130,16,52,8,3,4.0,2.925,0.398,1.0,0.001,6.125,8.0,4.0,False,True,0.433,6.5,16,2,2,1,12,2,1,1.333,0.492
patents,query_sparse_8_117,8,22,4,3,2.0,1.893,0.603,1.0,0.102,3.125,4.0,2.0,False,True,0.786,5.5,10,2,2,1,8,1,1,1.0,0.0
patents,query_dense_32_199,32,128,16,3,8.0,6.44,0.28,1.0,0.0,13.125,16.0,8.0,False,True,0.258,8.0,16,4,2,1,16,5,1,2.0,1.095
patents,query_sparse_8_144,8,22,3,3,2.0,1.75,0.632,1.0,0.246,2.5,3.0,2.0,False,True,0.786,5.5,10,2,2,1,8,1,1,1.0,0.0
patents,query_dense_4_55,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,4,1,1,1.0,0.0
patents,query_dense_8_101,8,28,3,3,2.0,1.571,0.721,1.0,0.417,2.375,3.0,2.0,False,True,1.0,7.0,10,4,4,2,8,1,1,1.0,0.0
patents,query_sparse_8_40,8,22,3,3,2.0,1.786,0.61,1.0,0.182,2.75,3.0,2.0,False,True,0.786,5.5,10,2,2,1,7,2,1,1.143,0.378
patents,query_dense_32_198,32,106,11,3,6.0,4.468,0.277,1.0,0.0,9.156,11.0,6.0,False,True,0.214,6.625,12,2,2,1,15,5,1,2.133,1.356
patents,query_sparse_32_75,32,88,19,3,10.0,7.421,0.267,1.0,0.0,15.312,19.0,10.0,False,True,0.177,5.5,10,2,2,1,16,5,1,2.0,1.317
patents,query_dense_32_89,32,116,21,3,11.0,6.724,0.315,1.0,0.0,15.5,21.0,11.0,False,True,0.234,7.25,16,2,2,1,18,4,1,1.778,0.808
patents,query_dense_32_126,32,112,18,3,9.0,6.613,0.294,1.0,0.0,14.0,18.0,9.0,False,True,0.226,7.0,16,2,2,1,17,4,1,1.882,0.993
patents,query_dense_24_67,24,82,13,3,7.0,4.909,0.344,1.0,0.0,10.667,13.0,7.0,False,True,0.297,6.833,14,2,2,1,14,4,1,1.714,0.994
patents,query_dense_24_139,24,100,7,3,4.0,3.141,0.32,1.0,0.006,5.625,7.0,4.0,False,True,0.362,8.333,14,4,4,2,16,3,1,1.5,0.73
patents,query_dense_8_90,8,28,3,3,2.0,1.571,0.681,1.0,0.207,2.375,3.0,2.0,False,True,1.0,7.0,10,4,4,2,8,1,1,1.0,0.0
patents,query_dense_4_128,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,3,2,1,1.333,0.577
patents,query_sparse_16_191,16,44,6,3,3.0,2.858,0.362,1.0,0.031,4.875,6.0,3.0,False,True,0.367,5.5,12,2,2,1,12,2,1,1.333,0.492
patents,query_dense_8_187,8,26,3,3,2.0,1.679,0.733,1.0,0.157,2.625,3.0,2.0,False,True,0.929,6.5,10,2,2,1,7,2,1,1.143,0.378
patents,query_dense_4_19,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,4,1,1,1.0,0.0
patents,query_dense_8_112,8,30,2,3,2.0,1.464,0.823,1.0,0.498,2.0,2.0,2.0,False,True,1.071,7.5,10,4,4,2,5,3,1,1.6,0.894
patents,query_sparse_16_93,16,44,6,3,4.0,2.75,0.411,1.0,0.03,4.75,6.0,4.0,False,True,0.367,5.5,12,2,2,1,11,3,1,1.455,0.82
patents,query_sparse_16_42,16,44,6,3,3.0,2.708,0.442,1.0,0.033,4.625,6.0,3.0,False,True,0.367,5.5,10,2,2,1,14,2,1,1.143,0.363
patents,query_sparse_16_58,16,44,7,3,4.0,3.017,0.469,1.0,0.065,5.438,7.0,4.0,False,True,0.367,5.5,10,2,2,1,9,4,1,1.778,1.093
patents,query_dense_4_125,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,4,1,1,1.0,0.0
patents,query_sparse_32_80,32,88,18,3,9.0,7.667,0.205,1.0,0.0,14.625,18.0,9.0,False,True,0.177,5.5,16,2,2,1,18,3,1,1.778,0.808
patents,query_sparse_16_139,16,44,5,3,3.0,2.592,0.497,1.0,0.042,4.188,5.0,3.0,False,True,0.367,5.5,10,2,2,1,13,2,1,1.231,0.439
patents,query_sparse_16_65,16,44,8,3,4.0,3.617,0.431,1.0,0.051,6.562,8.0,4.0,False,True,0.367,5.5,8,2,2,1,11,3,1,1.455,0.688
patents,query_dense_32_53,32,166,15,3,8.0,4.466,0.401,1.0,0.0,10.625,15.0,8.0,False,True,0.335,10.375,24,2,2,1,17,4,1,1.882,0.857
patents,query_sparse_32_150,32,88,15,3,8.0,6.079,0.214,1.0,0.0,12.688,15.0,8.0,False,True,0.177,5.5,18,2,2,1,18,3,1,1.778,0.808
patents,query_dense_24_17,24,80,12,3,6.0,4.377,0.286,1.0,0.0,8.917,12.0,6.0,False,True,0.29,6.667,14,2,2,1,13,3,1,1.846,0.899
patents,query_sparse_24_128,24,66,13,3,7.0,4.804,0.231,1.0,0.001,10.0,13.0,7.0,False,True,0.239,5.5,10,2,2,1,14,3,1,1.714,0.825
patents,query_sparse_24_140,24,66,13,3,7.0,5.514,0.299,1.0,0.0,11.042,13.0,7.0,False,True,0.239,5.5,14,2,2,1,12,4,1,2.0,1.044
patents,query_sparse_32_192,32,88,12,3,6.0,4.71,0.214,1.0,0.0,9.344,12.0,6.0,False,True,0.177,5.5,12,2,2,1,15,4,1,2.133,0.915
patents,query_dense_32_177,32,108,18,3,9.0,5.704,0.258,1.0,0.0,12.562,18.0,9.0,False,True,0.218,6.75,20,2,2,1,14,5,1,2.286,1.139
patents,query_sparse_24_59,24,66,12,3,6.0,4.525,0.351,1.0,0.0,9.625,12.0,6.0,False,True,0.239,5.5,12,2,2,1,12,5,1,2.0,1.279
patents,query_sparse_32_48,32,88,11,3,6.0,4.264,0.26,1.0,0.0,8.625,11.0,6.0,False,True,0.177,5.5,16,2,2,1,17,3,1,1.882,0.781
patents,query_dense_4_143,4,10,2,3,1.0,1.167,0.89,1.0,0.781,1.5,2.0,1.0,False,True,1.667,5.0,6,4,4,2,4,1,1,1.0,0.0
patents,query_sparse_8_119,8,22,3,3,2.0,1.75,0.654,1.0,0.327,2.625,3.0,2.0,False,True,0.786,5.5,10,2,2,1,7,2,1,1.143,0.378
patents,query_sparse_24_188,24,66,12,3,6.0,4.134,0.289,1.0,0.0,8.833,12.0,6.0,False,True,0.239,5.5,14,2,2,1,14,4,1,1.714,0.914
patents,query_dense_16_137,16,54,6,3,3.0,2.5,0.567,1.0,0.102,4.5,6.0,3.0,False,True,0.45,6.75,10,2,2,1,14,2,1,1.143,0.363
patents,query_dense_4_86,4,8,2,4,2.0,1.333,1.0,1.0,1.0,2.0,2.0,2.0,True,True,1.333,4.0,4,4,4,2,4,1,1,1.0,0.0
patents,query_sparse_8_98,8,22,3,4,2.0,1.786,0.779,1.0,0.321,2.75,3.0,2.0,True,True,0.786,5.5,8,2,2,1,7,2,1,1.143,0.378
patents,query_dense_32_70,32,104,13,3,7.0,4.613,0.26,1.0,0.0,10.406,13.0,7.0,False,True,0.21,6.5,20,2,2,1,18,4,1,1.778,0.878
patents,query_sparse_8_115,8,22,4,3,2.0,1.821,0.684,1.0,0.216,3.0,4.0,2.0,False,True,0.786,5.5,8,2,2,1,7,2,1,1.143,0.378
patents,query_dense_4_113,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,3,2,1,1.333,0.577
patents,query_dense_16_17,16,52,9,3,5.0,3.667,0.471,1.0,0.0,7.5,9.0,5.0,False,True,0.433,6.5,12,2,2,1,10,5,1,1.6,1.265
patents,query_dense_32_51,32,106,23,3,12.0,7.246,0.271,1.0,0.0,16.25,23.0,12.0,False,True,0.214,6.625,16,2,2,1,15,4,1,2.133,1.187
patents,query_dense_24_33,24,80,13,3,7.0,4.71,0.335,1.0,0.0,10.417,13.0,7.0,False,True,0.29,6.667,14,2,2,1,13,4,1,1.846,0.899
patents,query_dense_24_159,24,88,11,3,6.0,3.634,0.378,1.0,0.0,8.292,11.0,6.0,False,True,0.319,7.333,16,2,2,1,14,3,1,1.714,0.726
patents,query_dense_4_69,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,3,2,1,1.333,0.577
patents,query_dense_8_192,8,28,3,3,2.0,1.607,0.682,1.0,0.276,2.625,3.0,2.0,False,True,1.0,7.0,10,4,4,2,7,2,1,1.143,0.378
patents,query_sparse_24_23,24,66,10,3,5.0,3.533,0.364,1.0,0.002,7.375,10.0,5.0,False,True,0.239,5.5,14,2,2,1,12,3,1,2.0,0.603
patents,query_sparse_32_115,32,88,18,3,9.0,5.625,0.29,1.0,0.0,12.906,18.0,9.0,False,True,0.177,5.5,12,2,2,1,17,4,1,1.882,0.928
patents,query_dense_16_10,16,88,6,3,3.0,2.258,0.537,1.0,0.001,4.875,6.0,3.0,False,True,0.733,11.0,20,2,2,1,15,2,1,1.067,0.258
patents,query_sparse_16_61,16,44,9,3,5.0,3.567,0.39,1.0,0.0,7.125,9.0,5.0,False,True,0.367,5.5,12,2,2,1,12,3,1,1.333,0.651
patents,query_dense_32_75,32,116,19,3,10.0,7.151,0.269,1.0,0.0,15.156,19.0,10.0,False,True,0.234,7.25,18,2,2,1,16,5,1,2.0,1.317
patents,query_sparse_8_176,8,22,3,3,2.0,1.786,0.613,1.0,0.239,2.625,3.0,2.0,False,True,0.786,5.5,10,2,2,1,6,2,1,1.333,0.516
patents,query_sparse_32_49,32,88,12,3,6.0,4.722,0.306,1.0,0.005,9.25,12.0,6.0,False,True,0.177,5.5,10,2,2,1,16,4,1,2.0,1.095
patents,query_dense_32_12,32,136,17,3,9.0,6.671,0.38,1.0,0.0,14.281,17.0,9.0,False,True,0.274,8.5,16,2,2,1,17,4,1,1.882,0.993
patents,query_dense_8_32,8,26,3,3,2.0,1.643,0.616,1.0,0.18,2.5,3.0,2.0,False,True,0.929,6.5,12,2,2,1,7,2,1,1.143,0.378
patents,query_dense_4_70,4,10,2,3,1.0,1.167,0.89,1.0,0.781,1.5,2.0,1.0,False,True,1.667,5.0,6,4,4,2,3,2,1,1.333,0.577
patents,query_dense_32_95,32,114,14,3,7.0,4.784,0.289,1.0,0.0,10.75,14.0,7.0,False,True,0.23,7.125,16,2,2,1,15,4,1,2.133,0.915
patents,query_dense_4_57,4,8,2,4,2.0,1.333,1.0,1.0,1.0,2.0,2.0,2.0,True,True,1.333,4.0,4,4,4,2,4,1,1,1.0,0.0
patents,query_sparse_32_159,32,88,13,3,7.0,4.556,0.329,1.0,0.0,10.5,13.0,7.0,False,True,0.177,5.5,14,2,2,1,18,4,1,1.778,1.06
patents,query_sparse_24_92,24,66,6,3,4.0,3.007,0.38,1.0,0.065,5.0,6.0,4.0,False,True,0.239,5.5,10,2,2,1,15,4,1,1.6,0.828
patents,query_sparse_24_12,24,66,15,4,8.0,5.768,0.349,1.0,0.0,11.833,15.0,8.0,True,True,0.239,5.5,10,2,2,1,14,3,1,1.714,0.611
patents,query_sparse_16_27,16,44,6,3,3.0,2.533,0.482,1.0,0.059,4.375,6.0,3.0,False,True,0.367,5.5,10,2,2,1,12,4,1,1.333,0.888
patents,query_dense_32_180,32,204,4,3,2.0,2.254,0.372,1.0,0.027,3.281,4.0,2.0,False,True,0.411,12.75,36,2,2,1,16,3,1,2.0,0.894
patents,query_sparse_16_85,16,44,8,3,4.0,3.025,0.426,1.0,0.003,6.125,8.0,4.0,False,True,0.367,5.5,12,2,2,1,10,3,1,1.6,0.699
patents,query_dense_16_33,16,70,6,3,3.0,2.567,0.497,1.0,0.001,5.312,6.0,3.0,False,True,0.583,8.75,18,2,2,1,10,4,1,1.6,1.075
patents,query_sparse_32_171,32,88,10,3,5.0,4.321,0.259,1.0,0.0,7.969,10.0,5.0,False,True,0.177,5.5,10,2,2,1,15,4,1,2.133,1.187
patents,query_sparse_32_126,32,88,18,3,9.0,6.863,0.242,1.0,0.0,14.125,18.0,9.0,False,True,0.177,5.5,14,2,2,1,17,4,1,1.882,0.993
patents,query_sparse_16_146,16,44,7,3,4.0,3.133,0.468,1.0,0.052,5.562,7.0,4.0,False,True,0.367,5.5,8,2,2,1,12,3,1,1.333,0.651
patents,query_sparse_16_153,16,44,9,4,5.0,3.5,0.461,1.0,0.001,7.188,9.0,5.0,True,True,0.367,5.5,10,2,2,1,9,4,1,1.778,0.972
patents,query_dense_8_171,8,28,3,3,2.0,1.607,0.727,1.0,0.195,2.5,3.0,2.0,False,True,1.0,7.0,10,2,2,1,7,2,1,1.143,0.378
patents,query_sparse_8_35,8,22,4,3,2.0,1.857,0.662,1.0,0.17,3.125,4.0,2.0,False,True,0.786,5.5,8,2,2,1,7,2,1,1.143,0.378
patents,query_dense_16_147,16,56,5,3,3.0,2.258,0.497,1.0,0.099,3.812,5.0,3.0,False,True,0.467,7.0,12,4,4,2,13,2,1,1.231,0.439
patents,query_sparse_32_149,32,88,16,3,8.0,5.359,0.309,1.0,0.0,12.281,16.0,8.0,False,True,0.177,5.5,12,2,2,1,15,4,1,2.133,0.99
patents,query_sparse_8_184,8,22,4,3,2.0,2.0,0.574,1.0,0.063,3.375,4.0,2.0,False,True,0.786,5.5,10,2,2,1,7,2,1,1.143,0.378
patents,query_dense_16_55,16,74,4,3,2.0,1.967,0.584,1.0,0.066,3.25,4.0,2.0,False,True,0.617,9.25,16,2,2,1,12,3,1,1.333,0.651
patents,query_sparse_16_197,16,44,6,3,3.0,2.775,0.486,1.0,0.029,4.688,6.0,3.0,False,True,0.367,5.5,10,2,2,1,12,2,1,1.333,0.492
patents,query_dense_8_186,8,28,3,3,2.0,1.607,0.727,1.0,0.195,2.5,3.0,2.0,False,True,1.0,7.0,10,2,2,1,7,2,1,1.143,0.378
patents,query_dense_8_68,8,44,2,3,1.0,1.214,0.856,1.0,0.342,1.75,2.0,1.0,False,True,1.571,11.0,14,4,4,2,7,2,1,1.143,0.378
patents,query_dense_4_42,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,4,1,1,1.0,0.0
patents,query_dense_32_154,32,122,18,3,9.0,7.56,0.275,1.0,0.0,15.094,18.0,9.0,False,True,0.246,7.625,20,2,2,1,16,4,1,2.0,1.095
patents,query_dense_8_181,8,26,3,3,2.0,1.643,0.744,1.0,0.232,2.5,3.0,2.0,False,True,0.929,6.5,10,2,2,1,8,1,1,1.0,0.0
patents,query_sparse_32_12,32,88,19,4,10.0,7.085,0.276,1.0,0.0,15.5,19.0,10.0,True,True,0.177,5.5,12,2,2,1,17,4,1,1.882,0.993
patents,query_sparse_32_33,32,88,18,3,9.0,6.155,0.209,1.0,0.0,13.656,18.0,9.0,False,True,0.177,5.5,14,2,2,1,18,3,1,1.778,0.808
patents,query_sparse_16_176,16,44,9,3,5.0,4.075,0.39,1.0,0.0,7.5,9.0,5.0,False,True,0.367,5.5,8,2,2,1,12,3,1,1.333,0.651
patents,query_sparse_16_113,16,44,7,3,4.0,2.958,0.39,1.0,0.004,5.562,7.0,4.0,False,True,0.367,5.5,12,2,2,1,11,2,1,1.455,0.522
patents,query_dense_24_196,24,134,6,3,3.0,2.417,0.474,1.0,0.0,5.125,6.0,3.0,False,True,0.486,11.167,24,2,2,1,12,4,1,2.0,1.044
patents,query_dense_8_126,8,28,3,3,2.0,1.536,0.719,1.0,0.416,2.25,3.0,2.0,False,True,1.0,7.0,10,4,4,2,8,1,1,1.0,0.0
patents,query_dense_32_140,32,138,14,3,7.0,4.786,0.382,1.0,0.0,11.156,14.0,7.0,False,True,0.278,8.625,18,2,2,1,15,4,1,2.133,0.99
patents,query_dense_16_161,16,54,6,3,3.0,2.525,0.451,1.0,0.004,4.938,6.0,3.0,False,True,0.45,6.75,14,2,2,1,13,2,1,1.231,0.439
patents,query_dense_32_84,32,104,18,3,9.0,6.06,0.313,1.0,0.0,13.781,18.0,9.0,False,True,0.21,6.5,14,2,2,1,14,4,1,2.286,1.267
patents,query_sparse_32_64,32,88,13,3,7.0,4.927,0.24,1.0,0.0,10.125,13.0,7.0,False,True,0.177,5.5,12,2,2,1,14,4,1,2.286,1.069
patents,query_sparse_24_19,24,66,11,4,6.0,3.942,0.379,1.0,0.0,8.25,11.0,6.0,True,True,0.239,5.5,12,2,2,1,13,3,1,1.846,0.801
patents,query_dense_32_114,32,108,7,3,5.0,3.476,0.237,1.0,0.003,6.094,7.0,5.0,False,True,0.218,6.75,14,2,2,1,15,5,1,2.133,1.125
patents,query_sparse_24_157,24,66,13,4,7.0,4.659,0.378,1.0,0.0,9.792,13.0,7.0,True,True,0.239,5.5,10,2,2,1,13,3,1,1.846,0.899
patents,query_sparse_16_53,16,44,8,3,4.0,3.325,0.373,1.0,0.017,6.125,8.0,4.0,False,True,0.367,5.5,10,2,2,1,12,2,1,1.333,0.492
patents,query_dense_32_18,32,106,20,3,10.0,7.351,0.316,1.0,0.0,16.0,20.0,10.0,False,True,0.214,6.625,14,2,2,1,18,4,1,1.778,0.732
patents,query_sparse_16_187,16,44,9,3,5.0,3.633,0.374,1.0,0.001,7.188,9.0,5.0,False,True,0.367,5.5,10,2,2,1,13,3,1,1.231,0.599
patents,query_sparse_32_51,32,88,23,4,12.0,7.448,0.272,1.0,0.0,16.406,23.0,12.0,True,True,0.177,5.5,12,2,2,1,15,4,1,2.133,1.187
patents,query_dense_8_73,8,36,3,3,2.0,1.393,0.794,1.0,0.187,2.25,3.0,2.0,False,True,1.286,9.0,12,2,2,1,8,1,1,1.0,0.0
patents,query_dense_8_29,8,28,3,3,2.0,1.607,0.714,1.0,0.195,2.5,3.0,2.0,False,True,1.0,7.0,10,2,2,1,7,2,1,1.143,0.378
patents,query_sparse_24_152,24,66,14,3,7.0,5.152,0.306,1.0,0.0,10.75,14.0,7.0,False,True,0.239,5.5,12,2,2,1,16,4,1,1.5,0.816
patents,query_dense_16_121,16,58,10,3,5.0,3.758,0.457,1.0,0.0,7.938,10.0,5.0,False,True,0.483,7.25,12,2,2,1,11,4,1,1.455,0.934
patents,query_dense_4_2,4,6,3,0,2.0,1.667,0.809,1.0,0.618,2.5,3.0,2.0,True,True,1.0,3.0,4,2,2,1,4,1,1,1.0,0.0
